"icd","icddesc","icdvers","hcc","rxhcc","inhcc","inrxhcc","year"
"42831","Ac diastolic hrt failure",9,80,87,"Yes","Yes",2011
"42832","Chr diastolic hrt fail",9,80,87,"Yes","Yes",2011
"42833","Ac on chr diast hrt fail",9,80,87,"Yes","Yes",2011
"42840","Syst/diast hrt fail NOS",9,80,87,"Yes","Yes",2011
"42841","Ac syst/diastol hrt fail",9,80,87,"Yes","Yes",2011
"42842","Chr syst/diastl hrt fail",9,80,87,"Yes","Yes",2011
"42843","Ac/chr syst/dia hrt fail",9,80,87,"Yes","Yes",2011
"4289","Heart failure NOS",9,80,87,"Yes","Yes",2011
"4290","Myocarditis NOS",9,80,87,"Yes","Yes",2011
"4291","Myocardial degeneration",9,80,87,"Yes","Yes",2011
"4295","Chordae tendinae rupture",9,81,89,"Yes","Yes",2011
"4296","Papillary muscle rupture",9,81,89,"Yes","Yes",2011
"430","Subarachnoid hemorrhage",9,95,,"Yes","No",2011
"431","Intracerebral hemorrhage",9,95,,"Yes","No",2011
"4320","Nontraum extradural hem",9,95,,"Yes","No",2011
"4321","Subdural hemorrhage",9,95,,"Yes","No",2011
"4329","Intracranial hemorr NOS",9,95,,"Yes","No",2011
"43300","Ocl bslr art wo infrct",9,,97,"No","Yes",2011
"43301","Ocl bslr art w infrct",9,96,97,"Yes","Yes",2011
"43310","Ocl crtd art wo infrct",9,,97,"No","Yes",2011
"43311","Ocl crtd art w infrct",9,96,97,"Yes","Yes",2011
"43320","Ocl vrtb art wo infrct",9,,97,"No","Yes",2011
"43321","Ocl vrtb art w infrct",9,96,97,"Yes","Yes",2011
"43330","Ocl mlt bi art wo infrct",9,,97,"No","Yes",2011
"43331","Ocl mlt bi art w infrct",9,96,97,"Yes","Yes",2011
"43380","Ocl spcf art wo infrct",9,,97,"No","Yes",2011
"43381","Ocl spcf art w infrct",9,96,97,"Yes","Yes",2011
"43390","Ocl art NOS wo infrct",9,,97,"No","Yes",2011
"43391","Ocl art NOS w infrct",9,96,97,"Yes","Yes",2011
"43400","Crbl thrmbs wo infrct",9,,97,"No","Yes",2011
"43401","Crbl thrmbs w infrct",9,96,97,"Yes","Yes",2011
"43410","Crbl emblsm wo infrct",9,,97,"No","Yes",2011
"43411","Crbl emblsm w infrct",9,96,97,"Yes","Yes",2011
"43490","Crbl art oc NOS wo infrc",9,,97,"No","Yes",2011
"43491","Crbl art ocl NOS w infrc",9,96,97,"Yes","Yes",2011
"4350","Basilar artery syndrome",9,,97,"No","Yes",2011
"4351","Vertebral artery syndrom",9,,97,"No","Yes",2011
"4352","Subclavian steal syndrom",9,,97,"No","Yes",2011
"4353","Vertbrobaslr artery synd",9,,97,"No","Yes",2011
"4358","Trans cereb ischemia NEC",9,,97,"No","Yes",2011
"4359","Trans cereb ischemia NOS",9,,97,"No","Yes",2011
"436","Cva",9,96,97,"Yes","Yes",2011
"4370","Cerebral atherosclerosis",9,,97,"No","Yes",2011
"4371","Ac cerebrovasc insuf NOS",9,,97,"No","Yes",2011
"4372","Hypertens encephalopathy",9,,88,"No","Yes",2011
"4374","Cerebral arteritis",9,,97,"No","Yes",2011
"4375","Moyamoya disease",9,,97,"No","Yes",2011
"4376","Nonpyogen thrombos sinus",9,,97,"No","Yes",2011
"4378","Cerebrovasc disease NEC",9,,97,"No","Yes",2011
"4379","Cerebrovasc disease NOS",9,,97,"No","Yes",2011
"43820","Late ef-hemplga side NOS",9,100,,"Yes","No",2011
"43821","Late ef-hemplga dom side",9,100,,"Yes","No",2011
"43822","Late ef-hemiplga non-dom",9,100,,"Yes","No",2011
"43830","Late ef-mplga up lmb NOS",9,101,,"Yes","No",2011
"43831","Late ef-mplga up lmb dom",9,101,,"Yes","No",2011
"43832","Lt ef-mplga uplmb nondom",9,101,,"Yes","No",2011
"43840","Lte ef-mplga low lmb NOS",9,101,,"Yes","No",2011
"43841","Lte ef-mplga low lmb dom",9,101,,"Yes","No",2011
"43842","Lt ef-mplga lowlmb nondm",9,101,,"Yes","No",2011
"43850","Lt ef oth paral side NOS",9,101,,"Yes","No",2011
"43851","Lt ef oth paral dom side",9,101,,"Yes","No",2011
"43852","Lt ef oth parals non-dom",9,101,,"Yes","No",2011
"43853","Lt ef oth parals-bilat",9,101,,"Yes","No",2011
"4400","Aortic atherosclerosis",9,105,101,"Yes","Yes",2011
"4401","Renal artery atheroscler",9,105,101,"Yes","Yes",2011
"44020","Athscl extrm ntv art NOS",9,105,101,"Yes","Yes",2011
"44021","Ath ext ntv at w claudct",9,105,101,"Yes","Yes",2011
"44022","Ath ext ntv at w rst pn",9,105,101,"Yes","Yes",2011
"44023","Ath ext ntv art ulcrtion",9,104,,"Yes","No",2011
"44024","Ath ext ntv art gngrene",9,104,,"Yes","No",2011
"44029","Athrsc extrm ntv art oth",9,105,101,"Yes","Yes",2011
"44030","Athscl extrm bps gft NOS",9,105,101,"Yes","Yes",2011
"44031","Ath ext autologs bps gft",9,105,101,"Yes","Yes",2011
"44032","Ath ext nonautlg bps gft",9,105,101,"Yes","Yes",2011
"4404","Chr tot occl art extrem",9,105,101,"Yes","Yes",2011
"44100","Dsct of aorta unsp site",9,104,,"Yes","No",2011
"44101","Dsct of thoracic aorta",9,104,,"Yes","No",2011
"44102","Dsct of abdominal aorta",9,104,,"Yes","No",2011
"44103","Dsct of thoracoabd aorta",9,104,,"Yes","No",2011
"4411","Ruptur thoracic aneurysm",9,104,,"Yes","No",2011
"4412","Thoracic aortic aneurysm",9,105,,"Yes","No",2011
"4413","Rupt abd aortic aneurysm",9,104,,"Yes","No",2011
"4414","Abdom aortic aneurysm",9,105,,"Yes","No",2011
"4415","Rupt aortic aneurysm NOS",9,104,,"Yes","No",2011
"4416","Thoracoabd aneurysm rupt",9,104,,"Yes","No",2011
"4417","Thracabd anurysm wo rupt",9,105,,"Yes","No",2011
"4419","Aortic aneurysm NOS",9,105,,"Yes","No",2011
"4420","Upper extremity aneurysm",9,105,,"Yes","No",2011
"4421","Renal artery aneurysm",9,105,,"Yes","No",2011
"4422","Iliac artery aneurysm",9,105,,"Yes","No",2011
"4423","Lower extremity aneurysm",9,105,,"Yes","No",2011
"44281","Aneurysm of neck",9,105,,"Yes","No",2011
"44282","Subclavian aneurysm",9,105,,"Yes","No",2011
"44283","Splenic artery aneurysm",9,105,,"Yes","No",2011
"44284","Visceral aneurysm NEC",9,105,,"Yes","No",2011
"44289","Aneurysm NEC",9,105,,"Yes","No",2011
"4429","Aneurysm NOS",9,105,,"Yes","No",2011
"4431","Thromboangiit obliterans",9,105,101,"Yes","Yes",2011
"44321","Dissect carotid artery",9,104,,"Yes","No",2011
"44322","Dissection iliac artery",9,104,,"Yes","No",2011
"44323","Dissection renal artery",9,104,,"Yes","No",2011
"44324","Dissect vertebral artery",9,104,,"Yes","No",2011
"44329","Dissection artery NEC",9,104,,"Yes","No",2011
"44381","Angiopathy in other dis",9,105,101,"Yes","Yes",2011
"44382","Erythromelalgia",9,105,101,"Yes","Yes",2011
"44389","Periph vascular dis NEC",9,105,101,"Yes","Yes",2011
"4439","Periph vascular dis NOS",9,105,101,"Yes","Yes",2011
"4440","Abd aortic embolism",9,104,,"Yes","No",2011
"4441","Thoracic aortic embolism",9,104,,"Yes","No",2011
"44421","Upper extremity embolism",9,104,,"Yes","No",2011
"44422","Lower extremity embolism",9,104,,"Yes","No",2011
"44481","Iliac artery embolism",9,104,,"Yes","No",2011
"44489","Arterial embolism NEC",9,104,,"Yes","No",2011
"4449","Arterial embolism NOS",9,104,,"Yes","No",2011
"44501","Atheroembolism,upper ext",9,104,,"Yes","No",2011
"44502","Atheroembolism,lower ext",9,104,,"Yes","No",2011
"44581","Atheroembolism, kidney",9,104,,"Yes","No",2011
"44589","Atheroembolism, site NEC",9,104,,"Yes","No",2011
"4460","Polyarteritis nodosa",9,38,42,"Yes","Yes",2011
"4461","Mucocutan lymph node syn",9,38,42,"Yes","Yes",2011
"44620","Hypersensit angiitis NOS",9,38,42,"Yes","Yes",2011
"44621","Goodpasture's syndrome",9,38,42,"Yes","Yes",2011
"44629","Hypersensit angiitis NEC",9,38,42,"Yes","Yes",2011
"4463","Lethal midline granuloma",9,38,42,"Yes","Yes",2011
"4464","Wegener's granulomatosis",9,38,42,"Yes","Yes",2011
"4465","Giant cell arteritis",9,38,42,"Yes","Yes",2011
"4466","Thrombot microangiopathy",9,38,42,"Yes","Yes",2011
"4467","Takayasu's disease",9,38,42,"Yes","Yes",2011
"4470","Acq arterioven fistula",9,105,,"Yes","No",2011
"4471","Stricture of artery",9,105,,"Yes","No",2011
"4472","Rupture of artery",9,105,,"Yes","No",2011
"4473","Renal artery hyperplasia",9,105,,"Yes","No",2011
"4474","Celiac art compress syn",9,105,,"Yes","No",2011
"4475","Necrosis of artery",9,105,,"Yes","No",2011
"4476","Arteritis NOS",9,105,,"Yes","No",2011
"44770","Aortic ectasia, site NOS",9,105,,"Yes","No",2011
"44771","Thoracic aortic ectasia",9,105,,"Yes","No",2011
"44772","Abdominal aortic ectasia",9,105,,"Yes","No",2011
"44773","Thoracoabd aortc ectasia",9,105,,"Yes","No",2011
"4478","Arterial disease NEC",9,105,,"Yes","No",2011
"4479","Arterial disease NOS",9,105,,"Yes","No",2011
"4480","Heredit hemorr telangiec",9,105,,"Yes","No",2011
"449","Septic arterial embolism",9,104,,"Yes","No",2011
"45111","Femoral vein phlebitis",9,105,100,"Yes","Yes",2011
"45119","Deep phlebitis-leg NEC",9,105,100,"Yes","Yes",2011
"45181","Iliac thrombophlebitis",9,105,100,"Yes","Yes",2011
"45183","Phlbts deep vn up extrm",9,105,100,"Yes","Yes",2011
"4530","Budd-chiari syndrome",9,105,100,"Yes","Yes",2011
"4532","Oth inf vena cava thromb",9,105,100,"Yes","Yes",2011
"4533","Renal vein thrombosis",9,105,100,"Yes","Yes",2011
"45340","Ac DVT/embl low ext NOS",9,105,100,"Yes","Yes",2011
"45341","Ac DVT/emb prox low ext",9,105,100,"Yes","Yes",2011
"45342","Ac DVT/emb distl low ext",9,105,100,"Yes","Yes",2011
"45350","Ch DVT/embl low ext NOS",9,105,100,"Yes","Yes",2011
"45351","Ch DVT/embl prox low ext",9,105,100,"Yes","Yes",2011
"45352","Ch DVT/embl dstl low ext",9,105,100,"Yes","Yes",2011
"45372","Ch DVT/embl up ext",9,105,100,"Yes","Yes",2011
"45374","Ch emblsm axillary veins",9,105,100,"Yes","Yes",2011
"45375","Ch emblsm subclav veins",9,105,100,"Yes","Yes",2011
"45376","Ch embl internl jug vein",9,105,100,"Yes","Yes",2011
"45377","Ch embl thorac vein NEC",9,105,100,"Yes","Yes",2011
"45382","Ac DVT/embl up ext",9,105,100,"Yes","Yes",2011
"45384","Ac emblsm axillary veins",9,105,100,"Yes","Yes",2011
"45385","Ac embl subclav veins",9,105,100,"Yes","Yes",2011
"45386","Ac embl internl jug vein",9,105,100,"Yes","Yes",2011
"45387","Ac embl thorac vein NEC",9,105,100,"Yes","Yes",2011
"4560","Esophag varices w bleed",9,25,,"Yes","No",2011
"4561","Esoph varices w/o bleed",9,25,,"Yes","No",2011
"45620","Bleed esoph var oth dis",9,25,,"Yes","No",2011
"45621","Esoph varice oth dis NOS",9,25,,"Yes","No",2011
"481","Pneumococcal pneumonia",9,112,,"Yes","No",2011
"4820","K. pneumoniae pneumonia",9,111,106,"Yes","Yes",2011
"4821","Pseudomonal pneumonia",9,111,106,"Yes","Yes",2011
"4822","H.influenzae pneumonia",9,112,,"Yes","No",2011
"48230","Streptococcal pneumn NOS",9,112,,"Yes","No",2011
"48231","Pneumonia strptococcus a",9,112,,"Yes","No",2011
"48232","Pneumonia strptococcus b",9,112,,"Yes","No",2011
"48239","Pneumonia oth strep",9,112,,"Yes","No",2011
"48240","Staphylococcal pneu NOS",9,111,106,"Yes","Yes",2011
"48241","Meth sus pneum d/t Staph",9,111,106,"Yes","Yes",2011
"48242","Meth res pneu d/t Staph",9,111,106,"Yes","Yes",2011
"48249","Staph pneumonia NEC",9,111,106,"Yes","Yes",2011
"48281","Pneumonia anaerobes",9,111,106,"Yes","Yes",2011
"48282","Pneumonia e coli",9,111,106,"Yes","Yes",2011
"48283","Pneumo oth grm-neg bact",9,111,106,"Yes","Yes",2011
"48284","Legionnaires' disease",9,111,106,"Yes","Yes",2011
"48289","Pneumonia oth spcf bact",9,111,106,"Yes","Yes",2011
"4841","Pneum w cytomeg incl dis",9,5,5,"Yes","Yes",2011
"4846","Pneum in aspergillosis",9,112,5,"Yes","Yes",2011
"4847","Pneum in oth sys mycoses",9,112,106,"Yes","Yes",2011
"4910","Simple chr bronchitis",9,108,104,"Yes","Yes",2011
"4911","Mucopurul chr bronchitis",9,108,104,"Yes","Yes",2011
"49120","Obst chr bronc w/o exac",9,108,104,"Yes","Yes",2011
"49121","Obs chr bronc w(ac) exac",9,108,104,"Yes","Yes",2011
"49122","Obs chr bronc w ac bronc",9,108,104,"Yes","Yes",2011
"4918","Chronic bronchitis NEC",9,108,104,"Yes","Yes",2011
"4919","Chronic bronchitis NOS",9,108,104,"Yes","Yes",2011
"4920","Emphysematous bleb",9,108,104,"Yes","Yes",2011
"4928","Emphysema NEC",9,108,104,"Yes","Yes",2011
"49300","Extrinsic asthma NOS",9,,104,"No","Yes",2011
"49301","Ext asthma w status asth",9,,104,"No","Yes",2011
"49302","Ext asthma w(acute) exac",9,,104,"No","Yes",2011
"49310","Intrinsic asthma NOS",9,,104,"No","Yes",2011
"49311","Int asthma w status asth",9,,104,"No","Yes",2011
"49312","Int asthma w (ac) exac",9,,104,"No","Yes",2011
"49320","Chronic obst asthma NOS",9,108,104,"Yes","Yes",2011
"49321","Ch ob asthma w stat asth",9,108,104,"Yes","Yes",2011
"49322","Ch obst asth w (ac) exac",9,108,104,"Yes","Yes",2011
"49381","Exercse ind bronchospasm",9,,104,"No","Yes",2011
"49382","Cough variant asthma",9,,104,"No","Yes",2011
"49390","Asthma NOS",9,,104,"No","Yes",2011
"49391","Asthma w status asthmat",9,,104,"No","Yes",2011
"49392","Asthma NOS w (ac) exac",9,,104,"No","Yes",2011
"4940","Bronchiectas w/o ac exac",9,,105,"No","Yes",2011
"4941","Bronchiectasis w ac exac",9,,105,"No","Yes",2011
"496","Chr airway obstruct NEC",9,108,104,"Yes","Yes",2011
"5070","Food/vomit pneumonitis",9,111,,"Yes","No",2011
"5071","Oil/essence pneumonitis",9,111,,"Yes","No",2011
"5078","Solid/liq pneumonit NEC",9,111,,"Yes","No",2011
"5080","Ac pul manif d/t radiat",9,,105,"No","Yes",2011
"5081","Chr pul manif d/t radiat",9,,105,"No","Yes",2011
"5088","Resp cond: ext agent NEC",9,,105,"No","Yes",2011
"5089","Resp cond: ext agent NOS",9,,105,"No","Yes",2011
"5100","Empyema with fistula",9,112,106,"Yes","Yes",2011
"5109","Empyema w/o fistula",9,112,106,"Yes","Yes",2011
"5130","Abscess of lung",9,112,106,"Yes","Yes",2011
"5131","Abscess of mediastinum",9,112,106,"Yes","Yes",2011
"515","Postinflam pulm fibrosis",9,,105,"No","Yes",2011
"5160","Pul alveolar proteinosis",9,,105,"No","Yes",2011
"5161","Idio pulm hemosiderosis",9,,105,"No","Yes",2011
"5162","Pulm alveolar microlith",9,,105,"No","Yes",2011
"5163","Idio fibros alveolitis",9,,105,"No","Yes",2011
"5168","Alveol pneumonopathy NEC",9,,105,"No","Yes",2011
"5169","Alveol pneumonopathy NOS",9,,105,"No","Yes",2011
"5171","Rheumatic pneumonia",9,,105,"No","Yes",2011
"5172","Syst sclerosis lung dis",9,,105,"No","Yes",2011
"5173","Acute chest syndrome",9,44,50,"Yes","Yes",2011
"5178","Lung involv in oth dis",9,,105,"No","Yes",2011
"5181","Interstitial emphysema",9,108,104,"Yes","Yes",2011
"5182","Compensatory emphysema",9,108,104,"Yes","Yes",2011
"5184","Acute lung edema NOS",9,79,,"Yes","No",2011
"5185","Post traum pulm insuffic",9,79,,"Yes","No",2011
"5186","Alrgc brncpul asprglosis",9,,105,"No","Yes",2011
"51881","Acute respiratry failure",9,79,,"Yes","No",2011
"51882","Other pulmonary insuff",9,79,,"Yes","No",2011
"51883","Chronic respiratory fail",9,79,,"Yes","No",2011
"51884","Acute & chronc resp fail",9,79,,"Yes","No",2011
"51900","Tracheostomy comp NOS",9,77,,"Yes","No",2011
"51901","Tracheostomy infection",9,77,,"Yes","No",2011
"51902","Tracheostomy - mech comp",9,77,,"Yes","No",2011
"51909","Tracheostomy comp NEC",9,77,,"Yes","No",2011
"5300","Achalasia & cardiospasm",9,,33,"No","Yes",2011
"53010","Esophagitis, unspecified",9,,33,"No","Yes",2011
"53011","Reflux esophagitis",9,,33,"No","Yes",2011
"53012","Acute esophagitis",9,,33,"No","Yes",2011
"53013","Eosinophilic esophagitis",9,,33,"No","Yes",2011
"53019","Other esophagitis",9,,33,"No","Yes",2011
"5303","Esophageal stricture",9,,33,"No","Yes",2011
"5304","Perforation of esophagus",9,,33,"No","Yes",2011
"5305","Dyskinesia of esophagus",9,,33,"No","Yes",2011
"5306","Acq esophag diverticulum",9,,33,"No","Yes",2011
"53081","Esophageal reflux",9,,33,"No","Yes",2011
"53083","Esophageal leukoplakia",9,,33,"No","Yes",2011
"53084","Tracheoesophageal fstula",9,,33,"No","Yes",2011
"53085","Barrett's esophagus",9,,33,"No","Yes",2011
"53086","Esophagostomy infection",9,176,,"Yes","No",2011
"53087","Mech comp esophagostomy",9,176,,"Yes","No",2011
"53089","Other dsrders esophagus",9,,33,"No","Yes",2011
"5309","Esophageal disorder NOS",9,,33,"No","Yes",2011
"53110","Ac stomach ulcer w perf",9,31,,"Yes","No",2011
"53111","Ac stom ulc w perf-obst",9,31,,"Yes","No",2011
"53120","Ac stomac ulc w hem/perf",9,31,,"Yes","No",2011
"53121","Ac stom ulc hem/perf-obs",9,31,,"Yes","No",2011
"53150","Chr stomach ulcer w perf",9,31,,"Yes","No",2011
"53151","Chr stom ulc w perf-obst",9,31,,"Yes","No",2011
"53160","Chr stomach ulc hem/perf",9,31,,"Yes","No",2011
"53161","Chr stom ulc hem/perf-ob",9,31,,"Yes","No",2011
"53210","Ac duodenal ulcer w perf",9,31,,"Yes","No",2011
"53211","Ac duoden ulc perf-obstr",9,31,,"Yes","No",2011
"53220","Ac duoden ulc w hem/perf",9,31,,"Yes","No",2011
"53221","Ac duod ulc hem/perf-obs",9,31,,"Yes","No",2011
"53250","Chr duoden ulcer w perf",9,31,,"Yes","No",2011
"53251","Chr duoden ulc perf-obst",9,31,,"Yes","No",2011
"53260","Chr duoden ulc hem/perf",9,31,,"Yes","No",2011
"53261","Chr duod ulc hem/perf-ob",9,31,,"Yes","No",2011
"53310","Ac peptic ulcer w perfor",9,31,,"Yes","No",2011
"53311","Ac peptic ulc w perf-obs",9,31,,"Yes","No",2011
"53320","Ac peptic ulc w hem/perf",9,31,,"Yes","No",2011
"53321","Ac pept ulc hem/perf-obs",9,31,,"Yes","No",2011
"53350","Chr peptic ulcer w perf",9,31,,"Yes","No",2011
"53351","Chr peptic ulc perf-obst",9,31,,"Yes","No",2011
"53360","Chr pept ulc w hem/perf",9,31,,"Yes","No",2011
"53361","Chr pept ulc hem/perf-ob",9,31,,"Yes","No",2011
"53410","Ac marginal ulcer w perf",9,31,,"Yes","No",2011
"53411","Ac margin ulc w perf-obs",9,31,,"Yes","No",2011
"53420","Ac margin ulc w hem/perf",9,31,,"Yes","No",2011
"53421","Ac marg ulc hem/perf-obs",9,31,,"Yes","No",2011
"53450","Chr marginal ulc w perf",9,31,,"Yes","No",2011
"53451","Chr margin ulc perf-obst",9,31,,"Yes","No",2011
"53460","Chr margin ulc hem/perf",9,31,,"Yes","No",2011
"53461","Chr marg ulc hem/perf-ob",9,31,,"Yes","No",2011
"53640","Gastrostomy comp NOS",9,176,,"Yes","No",2011
"53641","Gastrostomy infection",9,176,,"Yes","No",2011
"53642","Gastrostomy comp - mech",9,176,,"Yes","No",2011
"53649","Gastrostomy comp NEC",9,176,,"Yes","No",2011
"5550","Reg enteritis, sm intest",9,33,32,"Yes","Yes",2011
"5551","Reg enteritis, lg intest",9,33,32,"Yes","Yes",2011
"5552","Reg enterit sm/lg intest",9,33,32,"Yes","Yes",2011
"5559","Regional enteritis NOS",9,33,32,"Yes","Yes",2011
"5560","Ulcerative enterocolitis",9,33,32,"Yes","Yes",2011
"5561","Ulcerative ileocolitis",9,33,32,"Yes","Yes",2011
"5562","Ulcerative proctitis",9,33,32,"Yes","Yes",2011
"5563","Ulcertve prctosigmoidtis",9,33,32,"Yes","Yes",2011
"5564","Pseudopolyposis colon",9,33,32,"Yes","Yes",2011
"5565","Lftsded ulcertve colitis",9,33,32,"Yes","Yes",2011
"5566","Univrsl ulcertve colitis",9,33,32,"Yes","Yes",2011
"5568","Other ulcerative colitis",9,33,32,"Yes","Yes",2011
"5569","Ulceratve colitis unspcf",9,33,32,"Yes","Yes",2011
"5570","Ac vasc insuff intestine",9,104,,"Yes","No",2011
"5571","Chr vasc insuff intest",9,105,,"Yes","No",2011
"5579","Vasc insuff intest NOS",9,105,,"Yes","No",2011
"5600","Intussusception",9,31,,"Yes","No",2011
"5601","Paralytic ileus",9,31,,"Yes","No",2011
"5602","Volvulus of intestine",9,31,,"Yes","No",2011
"56030","Impaction intestine NOS",9,31,,"Yes","No",2011
"56031","Gallstone ileus",9,31,,"Yes","No",2011
"56032","Fecal impaction",9,31,,"Yes","No",2011
"56039","Impaction intestine NEC",9,31,,"Yes","No",2011
"56081","Intestinal adhes w obstr",9,31,,"Yes","No",2011
"56089","Intestinal obstruct NEC",9,31,,"Yes","No",2011
"5609","Intestinal obstruct NOS",9,31,,"Yes","No",2011
"5670","Peritonitis in infec dis",9,31,,"Yes","No",2011
"5671","Pneumococcal peritonitis",9,31,,"Yes","No",2011
"56721","Peritonitis (acute) gen",9,31,,"Yes","No",2011
"56722","Peritoneal abscess",9,31,,"Yes","No",2011
"56723","Spontan bact peritonitis",9,31,,"Yes","No",2011
"56729","Suppurat peritonitis NEC",9,31,,"Yes","No",2011
"56731","Psoas muscle abscess",9,31,,"Yes","No",2011
"56738","Retroperiton abscess NEC",9,31,,"Yes","No",2011
"56739","Retroperiton infect NEC",9,31,,"Yes","No",2011
"56781","Choleperitonitis",9,31,,"Yes","No",2011
"56782","Sclerosing mesenteritis",9,31,,"Yes","No",2011
"56789","Peritonitis NEC",9,31,,"Yes","No",2011
"5679","Peritonitis NOS",9,31,,"Yes","No",2011
"56960","Colstomy/enter comp NOS",9,176,,"Yes","No",2011
"56961","Colosty/enterost infectn",9,176,,"Yes","No",2011
"56962","Colosty/enter comp-mech",9,176,,"Yes","No",2011
"56969","Colstmy/enteros comp NEC",9,176,,"Yes","No",2011
"56971","Pouchitis",9,176,,"Yes","No",2011
"56979","Comp intest pouch NEC",9,176,,"Yes","No",2011
"56983","Perforation of intestine",9,31,,"Yes","No",2011
"5712","Alcohol cirrhosis liver",9,26,,"Yes","No",2011
"5713","Alcohol liver damage NOS",9,26,,"Yes","No",2011
"57140","Chronic hepatitis NOS",9,27,,"Yes","No",2011
"57141","Chr persistent hepatitis",9,27,,"Yes","No",2011
"57142","Autoimmune hepatitis",9,27,,"Yes","No",2011
"57149","Chronic hepatitis NEC",9,27,,"Yes","No",2011
"5715","Cirrhosis of liver NOS",9,26,,"Yes","No",2011
"5716","Biliary cirrhosis",9,26,,"Yes","No",2011
"5722","Hepatic encephalopathy",9,25,,"Yes","No",2011
"5723","Portal hypertension",9,25,,"Yes","No",2011
"5724","Hepatorenal syndrome",9,25,,"Yes","No",2011
"5728","Oth sequela, chr liv dis",9,25,,"Yes","No",2011
"5770","Acute pancreatitis",9,32,,"Yes","No",2011
"5771","Chronic pancreatitis",9,32,30,"Yes","Yes",2011
"5772","Pancreat cyst/pseudocyst",9,32,31,"Yes","Yes",2011
"5778","Pancreatic disease NEC",9,32,31,"Yes","Yes",2011
"5779","Pancreatic disease NOS",9,32,31,"Yes","Yes",2011
"5790","Celiac disease",9,32,31,"Yes","Yes",2011
"5791","Tropical sprue",9,32,31,"Yes","Yes",2011
"5792","Blind loop syndrome",9,32,31,"Yes","Yes",2011
"5793","Intest postop nonabsorb",9,32,31,"Yes","Yes",2011
"5794","Pancreatic steatorrhea",9,32,31,"Yes","Yes",2011
"5798","Intest malabsorption NEC",9,32,31,"Yes","Yes",2011
"5799","Intest malabsorption NOS",9,32,31,"Yes","Yes",2011
"5800","Ac proliferat nephritis",9,132,126,"Yes","Yes",2011
"5804","Ac rapidly progr nephrit",9,132,126,"Yes","Yes",2011
"58081","Ac nephritis in oth dis",9,132,126,"Yes","Yes",2011
"58089","Acute nephritis NEC",9,132,126,"Yes","Yes",2011
"5809","Acute nephritis NOS",9,132,126,"Yes","Yes",2011
"5810","Nephrotic syn, prolifer",9,132,126,"Yes","Yes",2011
"5811","Epimembranous nephritis",9,132,126,"Yes","Yes",2011
"5812","Membranoprolif nephrosis",9,132,126,"Yes","Yes",2011
"5813","Minimal change nephrosis",9,132,126,"Yes","Yes",2011
"58181","Nephrotic syn in oth dis",9,132,126,"Yes","Yes",2011
"58189","Nephrotic syndrome NEC",9,132,126,"Yes","Yes",2011
"5819","Nephrotic syndrome NOS",9,132,126,"Yes","Yes",2011
"5820","Chr proliferat nephritis",9,132,126,"Yes","Yes",2011
"5821","Chr membranous nephritis",9,132,126,"Yes","Yes",2011
"5822","Chr membranoprolif nephr",9,132,126,"Yes","Yes",2011
"5824","Chr rapid progr nephrit",9,132,126,"Yes","Yes",2011
"58281","Chr nephritis in oth dis",9,132,126,"Yes","Yes",2011
"58289","Chronic nephritis NEC",9,132,126,"Yes","Yes",2011
"5829","Chronic nephritis NOS",9,132,126,"Yes","Yes",2011
"5830","Proliferat nephritis NOS",9,132,126,"Yes","Yes",2011
"5831","Membranous nephritis NOS",9,132,126,"Yes","Yes",2011
"5832","Membranoprolif nephr NOS",9,132,126,"Yes","Yes",2011
"5834","Rapidly prog nephrit NOS",9,132,126,"Yes","Yes",2011
"5836","Renal cort necrosis NOS",9,132,126,"Yes","Yes",2011
"5837","Nephr NOS/medull necros",9,132,126,"Yes","Yes",2011
"58381","Nephritis NOS in oth dis",9,132,126,"Yes","Yes",2011
"58389","Nephritis NEC",9,132,126,"Yes","Yes",2011
"5839","Nephritis NOS",9,132,126,"Yes","Yes",2011
"5845","Ac kidny fail, tubr necr",9,131,,"Yes","No",2011
"5846","Ac kidny fail, cort necr",9,131,,"Yes","No",2011
"5847","Ac kidny fail, medu necr",9,131,,"Yes","No",2011
"5848","Acute kidney failure NEC",9,131,,"Yes","No",2011
"5849","Acute kidney failure NOS",9,131,,"Yes","No",2011
"5851","Chro kidney dis stage I",9,131,125,"Yes","Yes",2011
"5852","Chro kidney dis stage II",9,131,125,"Yes","Yes",2011
"5853","Chr kidney dis stage III",9,131,124,"Yes","Yes",2011
"5854","Chr kidney dis stage IV",9,131,123,"Yes","Yes",2011
"5855","Chron kidney dis stage V",9,131,122,"Yes","Yes",2011
"5856","End stage renal disease",9,131,121,"Yes","Yes",2011
"5859","Chronic kidney dis NOS",9,131,125,"Yes","Yes",2011
"586","Renal failure NOS",9,131,,"Yes","No",2011
"5880","Renal osteodystrophy",9,,45,"No","Yes",2011
"5881","Nephrogen diabetes insip",9,,18,"No","Yes",2011
"58881","Sec hyperparathyrd-renal",9,,19,"No","Yes",2011
"59381","Renal vascular disorder",9,104,,"Yes","No",2011
"6944","Pemphigus",9,,145,"No","Yes",2011
"6960","Psoriatic arthropathy",9,,40,"No","Yes",2011
"6961","Other psoriasis",9,,147,"No","Yes",2011
"6962","Parapsoriasis",9,,147,"No","Yes",2011
"70700","Pressure ulcer, site NOS",9,148,,"Yes","No",2011
"70701","Pressure ulcer, elbow",9,148,,"Yes","No",2011
